group,1,2,3,4,5,6,7,8,9,10,11,12
long_vp_coord,0.3850197109067018,0.4098504837291117,0.49954254345837146,0.5913793103448276,0.7157464212678937,0.7569296375266523,0.681985294117647,0.5486211901306242,0.483531885073581,0.4364089775561097,0.45386192754613813,0.4366812227074236
obj_rel_across,0.35127949484878696,0.4515430592827519,0.4958396046914492,0.5358016871563067,0.7014151883595774,0.6811107217217425,0.6421891767591598,0.6034856862882341,0.5462404230795308,0.5622543468123377,0.5792146820315834,0.442033669655153
obj_rel_no_comp_across,0.42208311761660466,0.4155276107162384,0.4254479956876718,0.5163182984965163,0.6089412330248769,0.595121010510076,0.5843889441072599,0.5497035349759176,0.5162848930504859,0.5518931867560491,0.5625630918617508,0.4531542441924474
obj_rel_no_comp_within,0.24067711124420765,0.274491499052307,0.34313846457567304,0.2582693910394574,0.23385885885885885,0.14447474507944036,0.08769216347956506,0.15746559906187588,0.20516012221342084,0.13467637379076494,0.031251743958926284,0.01431312239242318
obj_rel_within,0.268277989740594,0.282165219147647,0.3404172251792663,0.30076772542525965,0.33459741941451226,0.26776317399711186,0.19315990228431834,0.22002098945003956,0.32728815356877716,0.2550469999121497,0.15362255650025436,0.06105599999999999
prep,0.5298804780876494,0.5106758709263124,0.5716599932756672,0.6218379058250137,0.716098684842085,0.7412668884003233,0.6587161417804747,0.6413349756188097,0.6236113792316736,0.6557069723844545,0.6140197593924324,0.5710224487795315
sent_comp,0.5682593856655289,0.6778523489932886,0.5528846153846154,0.5779850746268657,0.5600403632694249,0.6956706281833616,0.6291098636728147,0.48827292110874193,0.45714285714285713,0.5209923664122137,0.5341296928327645,0.5106635071090047
simple,0.5856697819314641,0.7044025157232705,0.681372549019608,0.7159763313609467,0.8306709265175719,0.9140893470790377,0.801261829652997,0.703125,0.6763848396501458,0.6590257879656161,0.608,0.5966101694915253
subj_rel,0.22085000289905493,0.2577571585353687,0.35738863146304534,0.41136801541425827,0.5046471951312674,0.5150455552819503,0.44144964487342925,0.4294243070362474,0.42057004454824626,0.5363203614555039,0.5685963241260098,0.5610108917631041
vp_coord,0.3496503496503496,0.4053506282934739,0.3325621746674378,0.5125303152789006,0.647887323943662,0.6146515783204288,0.46027678113787807,0.4129201222173723,0.4248151191454396,0.4511278195488722,0.4127931769722814,0.4100250626566416
