group,1,2,3,4,5,6,7,8,9,10,11,12
long_vp_coord,0.2111587982832618,0.21459982409850484,0.38488576449912126,0.39423942394239425,0.4451754385964912,0.45804988662131524,0.3882926829268293,0.38979591836734695,0.3784860557768924,0.32016210739615,0.22580645161290322,0.2072072072072072
obj_rel_across,0.3401847156827236,0.3279436094929581,0.3015041176070238,0.334640592387764,0.25857666452430994,0.39133205863607395,0.42988200675071403,0.33242894631499353,0.33492367976653054,0.28171230116852464,0.21081819310516078,0.3081159948933066
obj_rel_no_comp_across,0.32382377034583465,0.28269992810446587,0.26152732430156456,0.31619147410797993,0.21027323295095662,0.40040864440078583,0.4356063225146239,0.35097471074054365,0.32808988764044944,0.2795484477892757,0.15326009922041106,0.2411358993547865
obj_rel_no_comp_within,0.36834217475081477,0.3188618755009351,0.41451963143376963,0.36968933669185555,0.37839350685698286,0.3569464685467029,0.32130717554800203,0.25801819052178077,0.3664344138139957,0.2876766460305214,0.29390902081727066,0.2359113634960805
obj_rel_within,0.370297276758878,0.3517969695704804,0.3995693003857215,0.36748661379282577,0.38013945660014425,0.39007875800328634,0.3118633704367644,0.24752168525402726,0.33891949675191185,0.28918032786885245,0.2678210678210678,0.22185000470499672
prep,0.4934899428644251,0.4408554572271386,0.37768933173759356,0.3816037603084804,0.356142807140357,0.41871186440677965,0.48384179715387177,0.2239617308110459,0.2698994838359141,0.17482181764466928,0.10575573233504912,0.17303983991267965
sent_comp,0.40807651434644,0.4034424853064652,0.40241044526280545,0.3552327500825354,0.4114913392479933,0.5793103448275863,0.5808917197452229,0.4877300613496932,0.5198863636363635,0.4325925925925926,0.20253164556962028,0.2227465785747994
simple,0.5555555555555556,0.5346534653465347,0.4380952380952381,0.5198237885462554,0.4180790960451978,0.6666666666666666,0.6440677966101694,0.5306122448979592,0.6168224299065421,0.5145631067961165,0.2711864406779661,0.38743455497382195
subj_rel,0.3139031114612052,0.34045653229723166,0.2754694194438853,0.2618293830752118,0.2124762600438276,0.28906561857094604,0.3588235294117647,0.22673559822747413,0.29263216317469126,0.22415765582905856,0.14304376224689744,0.26538384445780716
vp_coord,0.2664298401420959,0.300077339520495,0.46087373979836777,0.40250260688216893,0.5383734249713631,0.5274151436031331,0.3381887270424319,0.37267080745341613,0.3391634980988593,0.33844011142061287,0.2208201892744479,0.19154030327214683
