group,1,2,3,4,5,6,7,8,9,10,11,12
long_vp_coord,0.5042016806722689,0.43970588235294117,0.710172744721689,0.79155672823219,0.8660826032540675,0.8418604651162792,0.7674897119341564,0.6674907292954265,0.6085918854415274,0.6963657678780774,0.6994535519125683,0.6238095238095238
obj_rel_across,0.45142995246918555,0.5146872896244848,0.6142861727048102,0.6554016800181622,0.8573427184890482,0.7137426218027813,0.5917617376042124,0.6903550049617465,0.8209895395892189,0.8533088014719118,0.8582410888697515,0.8087008343265791
obj_rel_no_comp_across,0.460636811766406,0.4907309278854777,0.5793253736840489,0.6121419619111668,0.8125039791175909,0.693123492171435,0.5270778465119128,0.6322639403020154,0.8098270130162845,0.817722054496856,0.8375165664185951,0.8257910615309058
obj_rel_no_comp_within,0.34745611954459205,0.3026594069207578,0.41265614598425815,0.4437019193410522,0.7326665196736757,0.5506760361568831,0.4931038413313576,0.5828580028595078,0.7142151152529211,0.6865577448986747,0.7290898505724821,0.7472289932392034
obj_rel_within,0.3558168961667287,0.3102957267263216,0.44371666510713953,0.4894703512577642,0.7626885016561401,0.6111441092899684,0.5585106382978724,0.6376173708920186,0.7386908503187573,0.7240025563772482,0.7563720948569852,0.7711781037535798
prep,0.5577510853271556,0.5808503207543702,0.7239516536473514,0.7238403241832103,0.8990199317255809,0.8241577004633628,0.7688805521662325,0.8320261052466041,0.8188589509266355,0.8273771734010527,0.8365155383024959,0.8399185907783002
sent_comp,0.743372216330859,0.7346830047948855,0.8672619047619048,0.7513513513513513,0.7089586175534334,0.671719359029883,0.6769565217391305,0.7262517547964437,0.7283181600383325,0.7015805614531729,0.6810035842293907,0.6460537021969082
simple,0.8148148148148148,0.7782101167315174,0.9312977099236641,0.9433962264150945,0.955223880597015,0.9078014184397163,0.9154929577464788,0.9084507042253521,0.9520295202952028,0.9485294117647058,0.909090909090909,0.873015873015873
subj_rel,0.39455004205214467,0.3746501022173298,0.4931592039800995,0.4308766204333243,0.516492399155172,0.46627391880166236,0.45830541783911743,0.46396628634193365,0.4321783698245117,0.4638947340383027,0.4439143459447465,0.433708135409777
vp_coord,0.5136842105263159,0.4831144465290807,0.7789725209080048,0.8314606741573034,0.8930891907855877,0.8008068582955119,0.7140204271123491,0.7610705596107055,0.712352684417285,0.7100371747211895,0.6565110565110566,0.5977653631284916
