group,1,2,3,4,5,6,7,8,9,10,11,12
long_vp_coord,0.32329169728141066,0.35809018567639256,0.31907179115300943,0.3640992998090388,0.39418181818181824,0.4373232799245994,0.5161290322580645,0.6778242677824269,0.7703398558187435,0.6419965576592083,0.6240663900414938,0.7277936962750716
obj_rel_across,0.5484610056302506,0.46950233795129415,0.458475709404249,0.4938630175242616,0.5309831053439936,0.540881934566145,0.6317994740204745,0.6916917079509461,0.7577127613504477,0.7037856204122191,0.6855414283688613,0.7837939901814455
obj_rel_no_comp_across,0.5342371975755956,0.4790536008293188,0.46192010492999924,0.4549604419671969,0.49396495781959765,0.45104123650522093,0.5534292166884583,0.6620535357570916,0.7090029749538799,0.6596477328132618,0.6534427377490905,0.7339730218328465
obj_rel_no_comp_within,0.03874773748072669,0.08182610763255925,0.1364934156858175,0.22871152539081469,0.1993321278196481,0.21509150741874025,0.2764741762413952,0.326189864037144,0.5155757272111049,0.43316399322639576,0.44570189219625456,0.5393812805289213
obj_rel_within,0.029872960187104662,0.08505697853034687,0.14441710761349466,0.20038808038808037,0.1673838020412659,0.1785955296029527,0.2349968590772667,0.36091038834222183,0.5840353113052128,0.5219003608460627,0.5375474232739405,0.6682598600023728
prep,0.5548919116797041,0.5728079974250714,0.5829502408885293,0.6392077212539164,0.6365468641960779,0.6468909276248727,0.6711555629529877,0.6980275516593614,0.7001390732663252,0.6854397930747794,0.7161260938872442,0.7880613944915104
sent_comp,0.5218377765173,0.47597930524759796,0.40466595970307523,0.4763705103969754,0.557504873294347,0.6779252110977081,0.7269146608315098,0.7214332532226349,0.7344706911636045,0.7001458637216087,0.6778360920468308,0.7557165496943627
simple,0.5460526315789475,0.5299684542586751,0.5730337078651686,0.6683673469387755,0.695,0.684596577017115,0.7349081364829396,0.7629427792915532,0.7977207977207977,0.7588075880758807,0.851063829787234,0.8588957055214724
subj_rel,0.43357356540658143,0.38594419016683895,0.37778211636079656,0.3418459682284335,0.3094477191487347,0.42503810145874155,0.45396155540612604,0.6885602583715791,0.7395628979521598,0.720508166969147,0.692443919716647,0.8067065684468999
vp_coord,0.3464453265968964,0.3451957295373665,0.3507322568531731,0.329783801226202,0.4041266453219495,0.5133008617459722,0.641567422205148,0.8185053380782918,0.7204116638078903,0.7806691449814127,0.8358662613981763,0.8319502074688797
