group,1,2,3,4,5,6,7,8,9,10,11,12
long_vp_coord,0.3721286370597243,0.4247990815154994,0.5668896321070234,0.6183115338882282,0.7299703264094956,0.6431095406360424,0.6356311548791406,0.6044943820224719,0.5319587628865979,0.5780463242698893,0.6124604012671594,0.6004672897196262
obj_rel_across,0.35941449428452865,0.4490834654962564,0.6103826187271678,0.6196832619398874,0.7295073052242322,0.7023895242720072,0.6675039853147191,0.7423726408400738,0.8560966387390795,0.7605302234616638,0.7812035951543572,0.81568176287086
obj_rel_no_comp_across,0.38775663120035964,0.4175728419714986,0.5963652765509594,0.5979663874400717,0.6853960050286353,0.6692999008539355,0.6536477987421383,0.7001273202439188,0.8352234307683392,0.7475129432968741,0.7903618209774421,0.824466176206711
obj_rel_no_comp_within,0.33980044345898003,0.25704688690352523,0.3688462223373428,0.3383072839870245,0.3748013690257914,0.25695421271709484,0.30384161243375346,0.4995107332884839,0.7025922340539957,0.5228530190040895,0.5914207785767419,0.5781218078223956
obj_rel_within,0.3722462714032843,0.24905108472333465,0.38872171701218605,0.335489460868526,0.40857491021036424,0.30676696263020636,0.3124585397524382,0.5325533995061892,0.7367086747253555,0.5500771348195651,0.593032578993013,0.6307033127808548
prep,0.5362103278516812,0.5724802135977877,0.6795919438660343,0.6638687131697959,0.7538629020929906,0.6949893912191938,0.6890251945653607,0.7536868416354223,0.7950811646987409,0.747451396521014,0.7965196276811009,0.7886575485669483
sent_comp,0.7592476489028214,0.6511372978898328,0.6591014358499305,0.6917613636363636,0.5635808748728383,0.5310548800525797,0.5575205104831359,0.6719457013574661,0.6794303058603781,0.5976869062370921,0.6828520316892409,0.6484268125854993
simple,0.7808764940239042,0.7520661157024794,0.8193548387096775,0.7572815533980584,0.9032258064516129,0.7272727272727273,0.7521865889212828,0.8675496688741722,0.9065743944636678,0.8451612903225807,0.872852233676976,0.8612099644128114
subj_rel,0.36610757663389243,0.35665516998662633,0.6246650906225374,0.5861708230688758,0.7041436275513686,0.6243246639025004,0.576397363924823,0.6053078422740708,0.536739323404675,0.548213916993599,0.4931111402703058,0.5125323798752235
vp_coord,0.35348226018396844,0.49896049896049893,0.6893810335036911,0.7180722891566266,0.8775510204081632,0.6930193439865433,0.6522304027717626,0.7442080378250591,0.7161445783132528,0.6946107784431138,0.6991286519733471,0.5815602836879433
